"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
43;"management";"married";"tertiary";"no";445;"no";"yes";"unknown";20;"jun";196;4;-1;0;"unknown";"no"
38;"management";"divorced";"unknown";"no";0;"yes";"no";"cellular";18;"nov";96;2;-1;0;"unknown";"no"
38;"technician";"single";"tertiary";"no";2350;"no";"no";"cellular";30;"jul";101;2;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";534;"no";"no";"cellular";27;"aug";104;6;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";5;"jun";85;2;-1;0;"unknown";"no"
39;"management";"married";"secondary";"no";1880;"no";"no";"cellular";12;"aug";768;2;-1;0;"unknown";"yes"
60;"technician";"married";"secondary";"no";-247;"yes";"no";"telephone";12;"may";472;2;351;1;"failure";"no"
37;"admin.";"single";"secondary";"no";796;"yes";"no";"telephone";29;"jan";143;3;-1;0;"unknown";"no"
56;"management";"divorced";"tertiary";"no";3287;"no";"no";"cellular";27;"apr";497;1;-1;0;"unknown";"yes"
33;"admin.";"divorced";"secondary";"no";212;"yes";"no";"unknown";7;"jan";23;1;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";0;"yes";"no";"unknown";16;"may";167;2;-1;0;"unknown";"no"
50;"admin.";"married";"secondary";"no";242;"yes";"no";"cellular";20;"aug";69;4;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";484;"yes";"no";"cellular";15;"apr";309;2;-1;0;"unknown";"no"
54;"admin.";"divorced";"tertiary";"no";122;"no";"no";"cellular";26;"oct";322;1;547;1;"failure";"no"
39;"blue-collar";"married";"primary";"no";3705;"yes";"no";"unknown";16;"jun";77;1;-1;0;"unknown";"no"
51;"management";"divorced";"tertiary";"no";45;"no";"no";"cellular";19;"aug";95;4;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";7606;"yes";"no";"unknown";30;"may";917;1;-1;0;"unknown";"yes"
34;"management";"single";"tertiary";"no";0;"no";"no";"cellular";22;"aug";174;1;-1;0;"unknown";"no"
42;"management";"married";"tertiary";"no";477;"yes";"no";"cellular";2;"feb";413;2;242;3;"failure";"no"
48;"services";"married";"secondary";"no";2877;"yes";"no";"unknown";3;"jun";157;1;-1;0;"unknown";"no"
27;"self-employed";"single";"tertiary";"no";147;"no";"no";"cellular";22;"jun";111;5;-1;0;"unknown";"no"
52;"services";"married";"secondary";"no";660;"no";"no";"unknown";6;"may";201;2;-1;0;"unknown";"no"
45;"management";"divorced";"secondary";"no";51;"yes";"no";"cellular";31;"jul";67;8;-1;0;"unknown";"no"
25;"technician";"single";"secondary";"no";218;"no";"yes";"cellular";8;"jul";272;1;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";10406;"no";"no";"cellular";21;"nov";348;2;127;4;"other";"no"
55;"blue-collar";"married";"secondary";"no";1765;"yes";"no";"cellular";5;"feb";445;1;267;1;"failure";"no"
47;"management";"married";"tertiary";"no";295;"yes";"no";"cellular";5;"aug";157;1;-1;0;"unknown";"no"
38;"management";"single";"tertiary";"no";2357;"yes";"no";"cellular";21;"jul";184;1;-1;0;"unknown";"no"
51;"management";"married";"tertiary";"no";0;"no";"no";"cellular";22;"aug";111;2;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";2667;"yes";"no";"cellular";4;"sep";171;2;186;2;"failure";"no"
49;"management";"married";"tertiary";"no";2005;"no";"no";"unknown";16;"jun";81;4;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";1619;"no";"no";"cellular";17;"mar";184;1;321;2;"success";"no"
32;"management";"single";"tertiary";"no";311;"no";"no";"unknown";12;"may";757;2;-1;0;"unknown";"yes"
33;"management";"married";"secondary";"no";67;"yes";"yes";"unknown";23;"may";316;4;-1;0;"unknown";"no"
39;"management";"divorced";"tertiary";"no";36;"no";"yes";"cellular";13;"may";133;1;-1;0;"unknown";"no"
32;"technician";"single";"secondary";"no";648;"no";"yes";"cellular";21;"jul";166;1;-1;0;"unknown";"no"
29;"technician";"married";"secondary";"no";444;"yes";"no";"cellular";21;"jul";130;4;-1;0;"unknown";"no"
40;"admin.";"married";"unknown";"no";9110;"yes";"no";"cellular";12;"may";234;6;174;3;"failure";"no"
36;"self-employed";"single";"tertiary";"no";583;"no";"no";"cellular";30;"jan";859;1;235;1;"other";"no"
57;"management";"married";"tertiary";"no";0;"no";"no";"cellular";19;"aug";188;4;-1;0;"unknown";"no"
30;"student";"single";"secondary";"no";48;"no";"no";"cellular";18;"aug";161;1;173;1;"failure";"yes"
33;"management";"single";"tertiary";"no";1962;"no";"no";"cellular";13;"jul";363;1;181;1;"failure";"yes"
49;"blue-collar";"divorced";"primary";"no";73;"no";"yes";"cellular";28;"jul";106;11;-1;0;"unknown";"no"
50;"blue-collar";"married";"secondary";"no";6258;"yes";"no";"unknown";15;"may";139;7;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";754;"no";"no";"cellular";11;"aug";225;4;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";457;"yes";"no";"unknown";30;"may";67;2;-1;0;"unknown";"no"
57;"housemaid";"married";"secondary";"no";158;"yes";"no";"telephone";10;"jul";73;1;-1;0;"unknown";"no"
49;"services";"married";"secondary";"no";153;"no";"no";"cellular";6;"aug";123;4;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";3170;"no";"no";"cellular";28;"oct";246;2;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";723;"no";"no";"cellular";28;"aug";68;27;-1;0;"unknown";"no"
32;"admin.";"married";"secondary";"no";1661;"yes";"no";"cellular";5;"feb";76;1;209;2;"failure";"no"
39;"services";"married";"primary";"no";1601;"yes";"no";"cellular";21;"nov";219;2;182;2;"failure";"no"
34;"management";"married";"tertiary";"no";7384;"no";"no";"cellular";21;"nov";69;2;-1;0;"unknown";"no"
61;"admin.";"married";"unknown";"no";4629;"yes";"no";"cellular";27;"jan";181;1;92;1;"success";"yes"
29;"management";"married";"tertiary";"no";8089;"yes";"no";"unknown";28;"may";314;2;-1;0;"unknown";"no"
52;"entrepreneur";"married";"tertiary";"yes";-2;"no";"no";"cellular";18;"nov";245;1;-1;0;"unknown";"no"
46;"blue-collar";"married";"secondary";"no";1673;"yes";"no";"cellular";29;"aug";56;10;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";335;"no";"no";"cellular";29;"aug";130;4;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";1059;"yes";"no";"cellular";17;"jul";154;1;-1;0;"unknown";"no"
29;"services";"married";"secondary";"no";3220;"no";"no";"cellular";17;"jul";172;3;-1;0;"unknown";"no"
49;"admin.";"single";"secondary";"no";275;"no";"no";"unknown";8;"may";14;1;-1;0;"unknown";"no"
37;"technician";"married";"tertiary";"no";1733;"yes";"no";"cellular";12;"may";524;3;326;1;"other";"no"
47;"admin.";"married";"secondary";"no";1358;"yes";"no";"cellular";14;"may";80;4;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"yes";-298;"yes";"no";"unknown";3;"jun";559;7;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";1345;"yes";"no";"unknown";19;"may";120;7;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";2137;"no";"no";"cellular";13;"may";423;1;349;1;"failure";"no"
36;"admin.";"married";"secondary";"no";953;"yes";"no";"cellular";17;"feb";38;1;-1;0;"unknown";"no"
36;"self-employed";"married";"tertiary";"no";506;"no";"no";"cellular";3;"nov";217;1;70;2;"failure";"yes"
45;"unknown";"married";"unknown";"no";1979;"no";"no";"unknown";17;"jun";76;3;-1;0;"unknown";"no"
49;"admin.";"divorced";"secondary";"no";769;"no";"no";"cellular";30;"jul";157;4;-1;0;"unknown";"no"
31;"technician";"divorced";"secondary";"no";105;"yes";"no";"cellular";16;"jul";72;1;-1;0;"unknown";"no"
51;"management";"married";"tertiary";"no";812;"no";"no";"telephone";2;"jul";248;3;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";1354;"yes";"no";"cellular";29;"jan";50;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";-111;"yes";"no";"unknown";29;"may";132;3;-1;0;"unknown";"no"
46;"services";"divorced";"secondary";"no";2044;"no";"yes";"unknown";16;"jun";75;3;-1;0;"unknown";"no"
47;"unknown";"married";"unknown";"no";1880;"no";"no";"unknown";18;"jun";64;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";0;"yes";"no";"cellular";13;"aug";150;4;-1;0;"unknown";"no"
42;"management";"married";"tertiary";"no";386;"yes";"no";"unknown";7;"may";168;1;-1;0;"unknown";"no"
37;"blue-collar";"single";"secondary";"no";6281;"yes";"no";"cellular";18;"may";242;1;-1;0;"unknown";"no"
33;"admin.";"divorced";"secondary";"no";661;"yes";"no";"cellular";4;"may";90;4;167;3;"failure";"no"
38;"blue-collar";"married";"primary";"no";8251;"no";"no";"unknown";6;"jun";194;3;-1;0;"unknown";"no"
59;"blue-collar";"married";"secondary";"no";437;"yes";"no";"telephone";15;"may";73;4;-1;0;"unknown";"no"
67;"retired";"married";"primary";"no";1430;"no";"no";"telephone";26;"may";283;2;135;5;"success";"yes"
35;"technician";"divorced";"secondary";"no";44;"yes";"yes";"cellular";7;"may";366;1;167;2;"failure";"no"
31;"blue-collar";"married";"secondary";"no";489;"yes";"no";"unknown";23;"may";204;4;-1;0;"unknown";"no"
38;"blue-collar";"single";"primary";"no";378;"yes";"no";"cellular";18;"may";169;1;-1;0;"unknown";"no"
30;"technician";"single";"unknown";"no";766;"no";"no";"cellular";30;"apr";296;1;-1;0;"unknown";"no"
60;"management";"married";"primary";"no";295;"no";"no";"unknown";6;"jun";126;4;-1;0;"unknown";"no"
53;"management";"married";"secondary";"no";1925;"yes";"no";"unknown";26;"may";153;1;-1;0;"unknown";"no"
53;"technician";"married";"secondary";"no";4930;"no";"yes";"cellular";2;"feb";228;2;-1;0;"unknown";"no"
45;"admin.";"married";"secondary";"no";335;"no";"no";"cellular";9;"jul";89;3;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";28;"jan";176;1;266;1;"other";"no"
40;"services";"married";"secondary";"no";56;"yes";"no";"cellular";12;"may";700;3;-1;0;"unknown";"no"
51;"housemaid";"divorced";"primary";"no";127;"no";"no";"unknown";13;"sep";69;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";491;"yes";"yes";"cellular";12;"may";63;5;370;1;"other";"no"
41;"services";"married";"secondary";"no";0;"yes";"yes";"telephone";12;"may";125;4;-1;0;"unknown";"no"
49;"management";"divorced";"tertiary";"no";300;"no";"no";"cellular";21;"jul";316;1;-1;0;"unknown";"yes"
57;"services";"married";"primary";"no";1728;"yes";"no";"telephone";16;"jul";164;1;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";5142;"no";"no";"cellular";3;"jun";157;1;-1;0;"unknown";"no"
60;"retired";"married";"tertiary";"no";2868;"no";"no";"unknown";20;"jun";42;7;-1;0;"unknown";"no"
41;"technician";"married";"secondary";"no";1321;"yes";"no";"cellular";15;"jul";315;2;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";603;"no";"no";"cellular";22;"may";204;1;-1;0;"unknown";"no"
38;"admin.";"single";"secondary";"no";4803;"no";"no";"cellular";16;"jul";129;2;182;2;"success";"no"
44;"blue-collar";"married";"secondary";"no";0;"yes";"no";"unknown";14;"may";101;2;-1;0;"unknown";"no"
38;"admin.";"married";"secondary";"no";260;"yes";"no";"cellular";10;"jul";446;1;-1;0;"unknown";"no"
29;"student";"married";"tertiary";"no";149;"yes";"no";"unknown";26;"may";367;4;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";133;"yes";"no";"unknown";27;"may";267;1;-1;0;"unknown";"no"
52;"services";"married";"secondary";"no";393;"yes";"yes";"cellular";28;"jan";446;1;182;8;"failure";"no"
41;"management";"divorced";"tertiary";"no";107;"yes";"no";"cellular";17;"jul";122;17;-1;0;"unknown";"no"
30;"services";"married";"secondary";"no";442;"yes";"no";"unknown";8;"may";137;2;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";438;"no";"no";"unknown";17;"jun";355;2;-1;0;"unknown";"no"
48;"services";"divorced";"secondary";"no";142;"yes";"no";"cellular";18;"may";11;10;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";0;"no";"no";"telephone";30;"jul";145;4;-1;0;"unknown";"no"
61;"retired";"married";"secondary";"no";2801;"yes";"yes";"cellular";10;"mar";239;1;-1;0;"unknown";"yes"
42;"technician";"divorced";"tertiary";"no";343;"no";"no";"cellular";25;"aug";87;4;-1;0;"unknown";"no"
59;"management";"married";"tertiary";"no";2319;"yes";"no";"unknown";15;"may";132;32;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";1657;"yes";"no";"unknown";27;"may";342;4;-1;0;"unknown";"no"
54;"self-employed";"married";"tertiary";"no";542;"no";"no";"telephone";6;"feb";48;5;-1;0;"unknown";"no"
23;"technician";"single";"secondary";"no";-782;"yes";"yes";"unknown";19;"jun";197;10;-1;0;"unknown";"no"
35;"management";"divorced";"tertiary";"no";808;"no";"no";"cellular";19;"nov";89;1;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";233;"no";"no";"cellular";8;"apr";98;1;231;4;"failure";"no"
47;"management";"married";"tertiary";"no";2351;"no";"no";"cellular";2;"jun";163;2;84;1;"success";"yes"
37;"technician";"married";"secondary";"no";83;"yes";"no";"cellular";6;"may";68;1;363;1;"failure";"no"
50;"services";"married";"secondary";"no";1687;"no";"no";"cellular";19;"aug";205;5;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";35;"no";"no";"cellular";30;"apr";615;1;-1;0;"unknown";"yes"
37;"blue-collar";"married";"secondary";"no";539;"yes";"yes";"cellular";17;"apr";147;3;347;2;"failure";"no"
41;"blue-collar";"married";"secondary";"no";213;"yes";"no";"unknown";8;"may";10;2;-1;0;"unknown";"no"
44;"technician";"married";"secondary";"no";1210;"no";"no";"unknown";5;"jun";690;2;-1;0;"unknown";"no"
34;"admin.";"single";"secondary";"no";391;"yes";"no";"cellular";29;"jan";77;1;265;2;"failure";"no"
33;"blue-collar";"married";"primary";"no";496;"no";"no";"cellular";12;"may";151;1;-1;0;"unknown";"no"
50;"services";"married";"secondary";"no";753;"no";"no";"unknown";18;"jun";59;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";-210;"yes";"no";"cellular";17;"nov";523;2;-1;0;"unknown";"no"
48;"services";"married";"secondary";"no";440;"yes";"no";"cellular";20;"apr";611;1;312;1;"failure";"no"
49;"blue-collar";"married";"secondary";"no";406;"yes";"yes";"cellular";7;"aug";253;2;-1;0;"unknown";"no"
30;"student";"single";"unknown";"no";809;"no";"no";"cellular";20;"nov";26;5;171;2;"failure";"no"
55;"entrepreneur";"married";"secondary";"no";204;"no";"no";"cellular";14;"jul";455;13;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"yes";-30;"yes";"no";"cellular";4;"feb";449;2;-1;0;"unknown";"no"
45;"technician";"divorced";"secondary";"no";88;"yes";"no";"cellular";22;"aug";55;3;-1;0;"unknown";"no"
24;"retired";"single";"secondary";"no";366;"no";"yes";"unknown";16;"may";234;2;-1;0;"unknown";"no"
32;"admin.";"single";"secondary";"no";131;"yes";"no";"cellular";22;"jun";522;1;183;2;"success";"yes"
32;"admin.";"single";"secondary";"no";64;"yes";"no";"unknown";7;"may";202;2;-1;0;"unknown";"no"
27;"self-employed";"single";"tertiary";"no";108;"no";"yes";"cellular";8;"jul";141;2;-1;0;"unknown";"no"
43;"admin.";"single";"secondary";"no";733;"yes";"no";"cellular";19;"nov";1102;3;-1;0;"unknown";"yes"
40;"management";"married";"secondary";"no";408;"yes";"no";"cellular";8;"may";80;1;322;4;"failure";"no"
48;"self-employed";"divorced";"tertiary";"no";41;"yes";"no";"cellular";16;"jul";198;2;-1;0;"unknown";"no"
62;"retired";"married";"secondary";"no";495;"no";"yes";"telephone";9;"sep";494;2;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";99;"yes";"no";"cellular";29;"jan";653;3;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";9;"yes";"no";"cellular";18;"may";19;5;-1;0;"unknown";"no"
32;"technician";"married";"secondary";"no";-684;"yes";"no";"cellular";13;"may";11;8;299;3;"other";"no"
53;"technician";"married";"secondary";"no";1389;"no";"no";"telephone";30;"jul";34;4;-1;0;"unknown";"no"
44;"blue-collar";"married";"secondary";"no";2523;"yes";"no";"unknown";29;"may";1236;2;-1;0;"unknown";"no"
49;"blue-collar";"married";"primary";"no";-157;"yes";"no";"cellular";7;"jul";491;3;-1;0;"unknown";"yes"
57;"retired";"married";"primary";"no";13;"yes";"no";"cellular";13;"may";164;2;366;2;"failure";"no"
28;"blue-collar";"married";"secondary";"no";1958;"yes";"no";"unknown";3;"jun";196;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";-360;"yes";"no";"cellular";21;"jul";176;4;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";392;"no";"no";"cellular";6;"aug";115;2;-1;0;"unknown";"no"
35;"management";"divorced";"tertiary";"no";0;"no";"no";"cellular";18;"aug";100;6;-1;0;"unknown";"no"
58;"retired";"married";"primary";"no";1351;"yes";"no";"telephone";17;"apr";392;3;-1;0;"unknown";"no"
38;"self-employed";"single";"tertiary";"no";605;"no";"no";"telephone";18;"jun";1603;10;-1;0;"unknown";"yes"
26;"technician";"single";"secondary";"no";4859;"no";"no";"cellular";19;"oct";90;2;92;3;"other";"no"
30;"technician";"married";"tertiary";"no";14355;"no";"no";"cellular";7;"aug";244;2;-1;0;"unknown";"no"
20;"student";"single";"secondary";"no";502;"no";"no";"cellular";30;"apr";261;1;-1;0;"unknown";"yes"
27;"services";"single";"secondary";"no";195;"yes";"no";"cellular";25;"feb";416;3;-1;0;"unknown";"yes"
32;"blue-collar";"married";"secondary";"no";1148;"yes";"no";"cellular";20;"apr";121;1;-1;0;"unknown";"no"
42;"technician";"single";"secondary";"no";146;"no";"no";"cellular";8;"aug";229;2;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";550;"yes";"yes";"telephone";11;"may";243;1;-1;0;"unknown";"no"
37;"housemaid";"married";"secondary";"no";723;"no";"no";"telephone";28;"jan";39;1;-1;0;"unknown";"no"
58;"housemaid";"single";"secondary";"no";11494;"no";"no";"telephone";4;"mar";220;7;-1;0;"unknown";"no"
54;"retired";"married";"secondary";"no";6449;"no";"no";"unknown";19;"jun";487;1;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";182;"yes";"no";"cellular";6;"may";145;1;-1;0;"unknown";"no"
46;"management";"married";"secondary";"no";1299;"yes";"no";"cellular";14;"jul";104;2;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";5;"no";"no";"cellular";21;"aug";98;2;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";2209;"no";"no";"unknown";20;"jun";167;2;-1;0;"unknown";"no"
44;"technician";"married";"tertiary";"no";564;"yes";"no";"cellular";13;"may";88;2;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";653;"yes";"no";"telephone";17;"nov";60;2;-1;0;"unknown";"no"
30;"admin.";"single";"tertiary";"no";253;"yes";"no";"unknown";23;"may";146;4;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"yes";25;"no";"no";"cellular";2;"feb";381;1;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";8876;"no";"no";"cellular";2;"feb";280;1;75;1;"failure";"no"
34;"blue-collar";"married";"primary";"no";174;"yes";"no";"cellular";8;"may";405;3;-1;0;"unknown";"no"
42;"technician";"single";"secondary";"yes";-1129;"yes";"no";"unknown";2;"jun";555;5;-1;0;"unknown";"yes"
36;"services";"divorced";"secondary";"no";223;"yes";"yes";"cellular";11;"may";80;1;-1;0;"unknown";"no"
70;"retired";"married";"primary";"no";2346;"no";"no";"cellular";1;"jun";421;1;97;6;"success";"no"
30;"blue-collar";"single";"primary";"no";71;"yes";"no";"unknown";19;"may";122;6;-1;0;"unknown";"no"
47;"technician";"single";"tertiary";"no";31;"no";"yes";"cellular";24;"jul";63;4;-1;0;"unknown";"no"
67;"retired";"married";"tertiary";"no";3810;"no";"no";"cellular";21;"oct";1206;1;-1;0;"unknown";"no"
30;"services";"single";"unknown";"no";347;"yes";"no";"unknown";21;"may";225;1;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"no";312;"yes";"no";"unknown";6;"may";392;1;-1;0;"unknown";"no"
51;"admin.";"divorced";"secondary";"no";74;"yes";"no";"cellular";8;"may";74;2;287;2;"failure";"no"
51;"services";"married";"primary";"no";314;"yes";"yes";"telephone";8;"may";713;3;-1;0;"unknown";"no"
58;"retired";"married";"primary";"no";4007;"no";"no";"cellular";30;"nov";598;4;-1;0;"unknown";"no"
37;"unknown";"single";"tertiary";"no";0;"no";"no";"cellular";3;"mar";426;1;-1;0;"unknown";"yes"
29;"technician";"single";"secondary";"no";1612;"yes";"no";"unknown";26;"may";375;2;-1;0;"unknown";"no"
39;"admin.";"married";"secondary";"no";973;"yes";"no";"cellular";2;"sep";172;4;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";1390;"no";"no";"cellular";7;"sep";92;1;84;4;"failure";"no"
45;"services";"single";"secondary";"no";955;"no";"no";"unknown";27;"aug";3785;1;-1;0;"unknown";"no"
24;"student";"single";"unknown";"no";358;"no";"no";"cellular";14;"sep";407;2;92;2;"success";"no"
37;"technician";"single";"secondary";"no";4;"no";"no";"cellular";11;"aug";933;1;-1;0;"unknown";"yes"
34;"management";"single";"tertiary";"no";2646;"no";"no";"cellular";14;"apr";142;1;-1;0;"unknown";"yes"
32;"blue-collar";"married";"secondary";"no";2561;"yes";"no";"unknown";20;"may";135;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";254;"yes";"no";"cellular";19;"nov";1720;3;-1;0;"unknown";"yes"
32;"admin.";"married";"tertiary";"no";390;"yes";"yes";"cellular";5;"may";100;1;243;1;"other";"no"
50;"management";"married";"tertiary";"yes";-143;"yes";"no";"unknown";15;"may";305;3;-1;0;"unknown";"no"
53;"admin.";"divorced";"tertiary";"no";122;"no";"no";"cellular";27;"apr";98;1;-1;0;"unknown";"no"
51;"technician";"married";"secondary";"no";-491;"yes";"yes";"cellular";13;"may";805;2;-1;0;"unknown";"no"
38;"blue-collar";"single";"secondary";"no";10;"no";"no";"cellular";8;"jul";84;3;-1;0;"unknown";"no"
43;"blue-collar";"divorced";"primary";"no";-97;"yes";"yes";"cellular";31;"jul";747;4;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";349;"yes";"yes";"unknown";5;"may";127;1;-1;0;"unknown";"no"
42;"admin.";"married";"secondary";"no";323;"yes";"yes";"unknown";8;"may";280;2;-1;0;"unknown";"no"
81;"retired";"divorced";"primary";"no";949;"no";"no";"cellular";27;"sep";188;2;280;1;"other";"yes"
28;"admin.";"single";"secondary";"no";392;"yes";"yes";"cellular";4;"feb";214;2;259;2;"failure";"no"
36;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";2;"feb";236;2;252;1;"other";"no"
31;"management";"single";"tertiary";"no";924;"no";"no";"cellular";27;"feb";172;1;-1;0;"unknown";"yes"
62;"management";"married";"tertiary";"no";5008;"no";"no";"telephone";4;"jun";139;2;-1;0;"unknown";"no"
56;"retired";"divorced";"tertiary";"no";2774;"no";"no";"unknown";6;"jun";1288;3;-1;0;"unknown";"no"
34;"technician";"married";"tertiary";"no";11752;"yes";"no";"cellular";15;"may";149;7;-1;0;"unknown";"no"
27;"admin.";"married";"secondary";"no";158;"yes";"no";"cellular";25;"jul";124;2;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";522;"yes";"no";"unknown";19;"may";71;1;-1;0;"unknown";"no"
58;"admin.";"married";"secondary";"no";145;"yes";"no";"telephone";29;"jul";616;13;-1;0;"unknown";"yes"
42;"blue-collar";"divorced";"secondary";"no";-580;"yes";"yes";"cellular";13;"may";172;1;-1;0;"unknown";"no"
34;"entrepreneur";"single";"tertiary";"no";2945;"yes";"no";"cellular";17;"apr";266;1;-1;0;"unknown";"no"
53;"technician";"married";"secondary";"no";0;"no";"no";"cellular";19;"nov";291;1;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";-854;"yes";"no";"unknown";2;"jun";194;4;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";357;"yes";"no";"cellular";28;"aug";104;5;-1;0;"unknown";"no"
33;"technician";"single";"tertiary";"no";443;"no";"no";"cellular";11;"aug";240;5;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";254;"no";"no";"cellular";9;"jun";183;2;294;2;"failure";"yes"
41;"housemaid";"married";"primary";"no";3291;"yes";"no";"unknown";15;"may";125;4;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";657;"no";"no";"cellular";25;"aug";378;3;-1;0;"unknown";"no"
37;"unemployed";"single";"secondary";"no";490;"yes";"yes";"cellular";7;"may";739;2;325;3;"failure";"no"
50;"management";"married";"secondary";"no";0;"yes";"no";"cellular";19;"nov";122;2;-1;0;"unknown";"no"
33;"self-employed";"married";"secondary";"no";0;"no";"no";"cellular";18;"aug";73;7;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";77;"yes";"no";"cellular";7;"may";229;1;-1;0;"unknown";"no"
38;"services";"single";"unknown";"no";1610;"yes";"no";"unknown";17;"jun";76;6;-1;0;"unknown";"no"
47;"admin.";"single";"secondary";"no";303;"yes";"yes";"cellular";28;"jul";152;4;-1;0;"unknown";"no"
54;"housemaid";"married";"primary";"no";212;"no";"no";"cellular";12;"aug";81;4;-1;0;"unknown";"no"
34;"entrepreneur";"married";"tertiary";"no";10350;"yes";"no";"unknown";8;"may";187;3;-1;0;"unknown";"no"
50;"housemaid";"married";"secondary";"no";3016;"yes";"no";"telephone";13;"may";65;5;-1;0;"unknown";"no"
34;"unemployed";"married";"secondary";"no";-16;"yes";"no";"cellular";15;"may";212;3;364;2;"other";"no"
46;"management";"married";"tertiary";"no";473;"yes";"no";"cellular";18;"aug";201;4;-1;0;"unknown";"no"
28;"student";"single";"secondary";"no";5916;"no";"no";"cellular";11;"aug";344;1;81;6;"failure";"no"
47;"admin.";"married";"secondary";"no";1808;"no";"yes";"cellular";17;"jul";125;1;-1;0;"unknown";"no"
49;"self-employed";"married";"tertiary";"no";147;"no";"yes";"cellular";2;"feb";559;1;189;4;"failure";"no"
39;"management";"married";"tertiary";"no";1836;"no";"no";"cellular";6;"aug";902;3;-1;0;"unknown";"yes"
45;"blue-collar";"married";"primary";"no";300;"yes";"no";"cellular";29;"jan";203;1;261;3;"failure";"no"
60;"blue-collar";"divorced";"primary";"no";92;"yes";"no";"unknown";6;"jun";70;3;-1;0;"unknown";"no"
49;"blue-collar";"married";"primary";"no";397;"no";"no";"cellular";22;"aug";263;1;-1;0;"unknown";"no"
36;"services";"married";"secondary";"no";394;"no";"no";"cellular";5;"aug";324;1;-1;0;"unknown";"yes"
47;"admin.";"married";"secondary";"no";2152;"no";"no";"cellular";2;"feb";138;1;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";1138;"no";"no";"cellular";27;"aug";523;3;-1;0;"unknown";"yes"
51;"management";"married";"tertiary";"no";-321;"no";"no";"cellular";6;"feb";470;2;9;2;"other";"no"
54;"technician";"married";"secondary";"no";6;"yes";"no";"cellular";7;"may";109;1;367;1;"failure";"no"
47;"technician";"divorced";"secondary";"no";689;"no";"no";"cellular";20;"aug";64;2;-1;0;"unknown";"no"
